id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,0.9457437138501971
2,wind,2030,false,0.4,,4.566235160781946
3,solar,2030,false,0.5,,1.6442668940095344
4,ocgt,2030,false,0.1,,1.3348161492097872
5,wind_offshore,2030,false,0.4,,0.0
