base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75,total_steps_loss_of_load_mean,total_steps_loss_of_load_q25,total_steps_loss_of_load_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,20.3583591,20.3583591,20.3583591,87.7951327,87.7951327,87.7951327,527.5493369,527.5493369,527.5493369,24.0205955,24.0205955,24.0205955,659.7234242,659.7234242,659.7234242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmedoids_cross_convex,4,4.37729676,2.081898475,5.584874375,0.73996232,0.5221368,0.85854925,3.3611106,2.491809275,3.678887575,4.982227009999999,4.897134125,5.134404175,0.21745372999999998,0.19947065,0.22787435,13.678050420000002,10.494736550000002,14.533482475,0.28465774749984385,0.28341397163330195,0.28560693376552143,-25.0,-25.0,-25.0,-9.0,-9.0,-9.0,-34.0,-34.0,-34.0
kmedoids_cross_convex,8,2.34966577,2.0578591250000002,2.526394675,0.75800748,0.7103538,0.7749833,3.8047402200000002,3.4948059,4.1462432,13.006310249999999,11.9319425,14.105337325,0.43227403,0.3241736,0.4119386,20.35099775,18.929075700000002,21.323436275,0.2590421696777746,0.2551157392960596,0.26070325332779015,-25.0,-25.0,-25.0,-9.0,-9.0,-9.0,-34.0,-34.0,-34.0
kmedoids_cross_convex,12,2.5201225000000003,2.2933667,2.697845675,0.9577043,0.9069484,1.0006823249999999,5.148120309999999,4.886787975000001,5.405304975,25.099058839999998,23.884775374999997,26.6432876,0.43943022000000004,0.4285853,0.451429675,34.16443617,33.187094275,35.260868625,0.25159088763659326,0.24947146842404339,0.25438102611487434,-25.0,-25.0,-25.0,-9.0,-9.0,-9.0,-34.0,-34.0,-34.0
kmedoids_cross_convex,16,3.07895872,2.787709,3.2903996749999997,1.2709113100000002,1.18374575,1.270427,6.364453800000001,6.13144575,6.6251340249999995,37.681845849999995,33.9937712,38.80785725,0.82348166,0.5817084,0.6985404250000001,49.21965134,45.592091800000006,50.052401575000005,0.2451841591706351,0.24186501366510427,0.2487840295522028,-25.0,-25.0,-25.0,-9.0,-9.0,-9.0,-34.0,-34.0,-34.0
kmedoids_cross_convex,20,4.37583071,3.08460775,3.7049277750000003,1.40949866,1.3828383499999999,1.441933525,8.45502604,7.442906925,8.0497791,47.559158450000005,46.368001825,49.0836107,1.6854755900000005,0.7327276,1.11793655,63.48498945,60.849685425,66.55951662500001,0.24019217993966874,0.23632831475286126,0.24375923786229586,-25.0,-25.0,-25.0,-9.0,-9.0,-9.0,-34.0,-34.0,-34.0
kmedoids_cross_convex,30,6.99853117,3.867942575,10.786405625,2.0315436,1.899640125,2.1490555000000002,11.037952030000001,10.240312775,11.684802975,79.81167891999999,76.557844275,82.16533817499999,1.2637534400000001,1.1527330999999998,1.24249095,101.14345915999999,97.39780950000002,103.34714555,0.22498370033970277,0.22659365712523974,0.23359467191269945,-22.2,-25.0,-23.5,-5.7,-9.0,-9.0,-27.9,-34.0,-31.25
kmedoids_cross_convex,45,8.403690800000001,5.20911555,12.7624986,2.96020881,2.803804675,3.1091896,17.27034699,15.120781950000001,16.361737675,120.03061109999999,110.21916990000001,123.47791795,2.1336519099999998,1.7197639500000002,2.3490925000000002,150.79850961,144.19111410000002,157.97458740000002,0.1965768876018206,0.165887731741721,0.22477896459185456,1.8,-22.0,30.75,-6.9,-9.0,-7.25,-5.1,-31.0,27.0
kmedoids_cross_convex,60,6.48609914,5.6989530749999995,6.97642605,4.156222079999999,3.8786369,4.364720925,23.848196979999997,21.515066125,22.748961925,162.98505321000002,157.09408302499997,166.043959475,2.85802028,2.4907844,3.00914445,200.33359169,192.59940869999997,206.55978735,0.16238215165833228,0.130149703618652,0.21115197111248726,25.2,-17.25,56.25,-1.2,-9.0,3.75,24.0,-26.25,58.5
kmedoids_cross_convex,90,9.893671809999999,7.9064139,11.561389700000001,6.79818524,5.713873325,7.870115049999999,36.01566979,34.142520725,37.718261274999996,237.83033595,212.5250887,254.37809414999998,10.77287102,5.21516345,14.830003725000001,301.31073381,271.51978592499995,329.27224994999995,0.10933331038632085,0.07829350967542387,0.1293435407608628,68.6,33.0,95.25,21.9,-3.75,31.75,90.5,26.75,170.75
kmedoids_cross_convex,120,23.955393089999994,21.99073665,25.3826561,12.649253559999998,11.86133315,13.1545277,68.68177581,66.097583575,73.782613075,272.74968997,252.04281820000003,290.854900025,5.70734321,5.65421355,5.981183575,383.74345564000004,356.97800959999995,403.08652635,0.07250192061699132,0.050656814271757986,0.09904756991950087,149.4,99.75,188.75,31.4,-2.0,30.5,180.8,99.75,216.25
kmedoids_cross_convex,180,38.42929024,32.61574415,42.689281725,21.48895709,20.835519374999997,23.3169869,116.51944499000001,111.881515075,123.46984205,334.71762852,289.616027175,371.358013625,10.024895789999999,8.557049025,8.82601355,521.18021663,471.4778987,557.0616808,0.03959716831606542,0.03325313407349936,0.04632401404691952,241.4,197.0,267.25,41.1,24.75,54.25,282.5,226.25,311.5
