id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.0823219706632934
2,wind,2030,false,0.4,,2.716557347592662
3,solar,2030,false,0.5,,1.7533024902529335
4,ocgt,2030,false,0.1,,2.0249595835239784
5,wind_offshore,2030,false,0.4,,0.0
