base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,32.8952818,101.8675093,395.4433371,26.5305041,4.541472096236191e8,OPTIMAL,6824040,4748143,0.0,0.0,,38,0,103.67570080004035,-3.6637359812630166e-15,2.0735140160008066e6,4.332296452506538e8,2.0917564480729498e7,1.2321828290281203e7,1.712434486116668e8,4.065466382790575e7,2.0900970452079993e8,284.1394641771362
convex_cross,4,Xpress,7.4819071,0.7163766,4.1233699,4.7169333,0.2581851,6.896975435029068e8,OPTIMAL,112713,64898,95.6400801,6.011081395657756e8,OPTIMAL,0,0,0.0,0.0,0.0,5.828877737374811e8,1.019447174700863e7,2.0554471750645414e7,2.4477908240848562e8,1.1657040913878323e8,2.0900970452079993e8,445.5563468450607
convex_cross,8,Xpress,6.1795882,1.0501062,6.4859431,12.3289181,0.3707323,5.4689553085466e8,OPTIMAL,173961,112418,81.9175974,4.817784986349089e8,OPTIMAL,82,91,97.22441872513463,105.7290068542719,4.0590685115881315e6,4.5940117277639e8,2.2377325858514443e7,1.1179734097109882e7,1.8786445431836113e8,5.134727984011893e7,2.0900970452079993e8,350.5926567035589
convex_cross,12,Xpress,8.1611812,1.3892477,6.9518512,21.9315937,0.5241067,5.412572004871521e8,OPTIMAL,235209,159938,72.0625097,4.828891959526616e8,OPTIMAL,137,44,216.65300700132696,41.21509080400256,5.1573619561065845e6,4.628827441069829e8,2.0006451845676042e7,8.361362781530701e6,1.9417431151401225e8,5.133736529063998e7,2.0900970452079993e8,358.3861268549978
convex_cross,16,Xpress,10.8494526,1.8062324,10.5274824,38.4677251,0.7206247,5.374284198871384e8,OPTIMAL,296457,207458,79.1500016,4.7925582347654784e8,OPTIMAL,99,16,155.508343510945,15.995952632138021,3.4300859228616618e6,4.5779626284642226e8,2.145956063012312e7,7.962497855707253e6,1.8900530153364816e8,5.1818758936266705e7,2.0900970452079993e8,361.99610851971136
convex_cross,20,Xpress,13.2669866,1.9572798,10.4623523,49.7452208,0.8565882,5.102185138986206e8,OPTIMAL,357705,254978,81.9449341,4.7030546721380764e8,OPTIMAL,38,17,48.074536264595835,14.677901047738759,1.2550487462466918e6,4.517547452515921e8,1.8550721962211978e7,9.047057317435568e6,1.8128311587053654e8,5.241486754281999e7,2.0900970452079993e8,361.830421995149
convex_cross,30,Xpress,24.4965453,2.5395279,15.1655134,83.2396692,1.7892243,4.809464757120819e8,OPTIMAL,510825,373778,88.3139109,4.676332460040434e8,OPTIMAL,135,69,290.24201226879427,44.872813180865336,6.702296508993199e6,4.4536992512443227e8,2.2263320879611142e7,1.093353989317139e7,1.8163732952504072e8,4.378935118542005e7,2.0900970452079993e8,295.3711632330963
convex_cross,45,Xpress,21.5459361,4.0547235,27.569949,124.0044344,1.8411094,4.720562540305786e8,OPTIMAL,740505,551978,92.1444679,4.7010434879489195e8,OPTIMAL,206,39,540.2781827536833,24.0070293131948,1.1285704241337566e7,4.4271292253122383e8,2.7391426263666835e7,1.0891651382094733e7,1.7991698700747988e8,4.289457962084917e7,2.0900970452079993e8,293.1414059497864
convex_cross,60,Xpress,29.6923191,6.4473088,23.3730234,169.5160338,12.9334357,4.7036533841137695e8,OPTIMAL,970185,730178,85.8459874,4.629735216543306e8,OPTIMAL,63,8,190.1930695016798,8.548674942823864,3.9748348888900727e6,4.431497947167838e8,1.9823726937542483e7,1.1872363383894306e7,1.7964740680714637e8,4.262032000494295e7,2.0900970452079993e8,293.15691144868805
convex_cross,90,Xpress,51.2580461,10.3608741,37.1546501,274.5840465,3.4764951,4.654462477857361e8,OPTIMAL,1429545,1086578,88.7323817,4.623661625171209e8,OPTIMAL,47,2,127.9180187355228,6.296336630332588,2.6842871073171077e6,4.4213571503831196e8,2.023044747880636e7,1.1772855637016868e7,1.7640525932533655e8,4.494789555515859e7,2.0900970452079993e8,298.8280965504162
convex_cross,120,Xpress,73.4166067,12.9483516,60.9138908,258.2036387,5.7320379,4.639982987820816e8,OPTIMAL,1888905,1442978,87.6485044,4.613216104801192e8,OPTIMAL,53,4,138.06652915052217,4.017675715806224,2.8416840973265674e6,4.409575716928485e8,2.0364038787263285e7,1.196580266019483e7,1.7641436091349965e8,4.356770359835378e7,2.0900970452079993e8,298.6282433946747
convex_cross,180,Xpress,109.570567,19.8025716,91.465713,337.605712,8.833443,4.6059099831303406e8,OPTIMAL,2807625,2155778,88.4575761,4.611005308970935e8,OPTIMAL,59,5,197.77170514854296,7.461942637866054,4.1046729557281793e6,4.3884166876752776e8,2.2258862129562825e7,1.192435526755935e7,1.7514606487117058e8,4.276154410799799e7,2.0900970452079993e8,298.09032944714437
