base_name,rp,n_experiment,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol,reduced_lol,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,loss_of_load_e_demand
0_HourlyBenchmark,1,1,Gurobi,0.0,3.4743813,8.4605794,8.2730716,1.4073302,565.1022216867016,OPTIMAL,0,0.0,306600,262805,0.0,0.0,,0,0.0
convex_cross,20,1,Gurobi,13.5902439,0.562509,1.0987854,0.0301703,0.0302984,560.8596385716193,OPTIMAL,0,0.0,3360,2885,0.1211849,2380.608340870279,OPTIMAL,110,3.036728545238253
convex_cross,40,1,Gurobi,16.8509111,0.5368901,1.1539372,0.0649014,0.0387404,559.3511896044398,OPTIMAL,0,0.0,6720,5765,0.0799659,2391.9586389327756,OPTIMAL,109,3.0557212172945274
convex_cross,60,1,Gurobi,23.4783594,0.684839,1.2975816,0.1142024,0.0560909,563.2585541975424,OPTIMAL,0,0.0,10080,8645,0.0817366,2330.150550175303,OPTIMAL,107,2.9525098055795143
convex_cross,80,1,Gurobi,30.432514,0.6759305,1.2249972,0.2806139,0.0653339,565.4875173287314,OPTIMAL,0,0.0,13440,11525,0.0725571,1959.2186296741907,OPTIMAL,82,2.3327552309104904
convex_cross,100,1,Gurobi,37.566242,0.6919738,1.4011291,0.2580156,0.0801403,564.6910415742923,OPTIMAL,0,0.0,16800,14405,0.0262335,1959.2186296741907,OPTIMAL,82,2.3327552309104904
convex_cross,150,1,Gurobi,51.8981757,0.6992707,1.4808726,0.5218954,0.1128725,564.5330238760131,OPTIMAL,0,0.0,25200,21605,0.0847249,749.7361394419438,OPTIMAL,30,0.31173767677569786
convex_cross,300,1,Gurobi,110.7520298,0.9390873,1.9781814,1.1192334,0.2047405,561.5836786349996,OPTIMAL,0,0.0,50400,43205,0.080695,656.1370860425891,OPTIMAL,16,0.15498113337013386
convex_cross,450,1,Gurobi,175.9858709,1.2755877,2.6844574,1.7895534,0.2930079,561.8599420791212,OPTIMAL,0,0.0,75600,64805,0.0829125,656.2603670960366,OPTIMAL,16,0.1552422774493314
convex_per,20,1,Gurobi,4.1182231,0.5786629,1.1871165,0.0348242,0.029464,538.688090100408,OPTIMAL,0,0.0,3360,2885,0.085087,1731.6605859740012,OPTIMAL,46,1.949078543611167
