WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,26917.0,25491.0,38429.0,31239.0,38205.0,30346.0,42849.0,20380.0,30332.0,28489.0,26492.0,25841.0,24396.0,33672.0,22960.0,21946.0,15496.0,23602.0,23525.0,36008.0,32259.0,25385.0,18780.0,31744.0,24135.0,17987.0,26154.0,29109.0,36796.0,31216.0,32046.0,31363.0,23954.0,22650.0,27811.0,29873.0
2,25526.0,26291.0,41034.0,27657.0,40141.0,28453.0,42965.0,19506.0,28915.0,28322.0,25280.0,23797.0,25865.0,31862.0,24004.0,19632.0,18733.0,24040.0,25435.0,37539.0,32192.0,23187.0,22061.0,27868.0,24711.0,18210.0,25514.0,30294.0,32411.0,28457.0,30954.0,27917.0,21797.0,23701.0,29951.0,26863.0
3,24227.0,26490.0,41565.0,25147.0,39307.0,29914.0,41702.0,17808.0,27699.0,28733.0,22975.0,25394.0,25093.0,31855.0,22128.0,18859.0,26331.0,22435.0,31917.0,39460.0,36494.0,20736.0,21601.0,26596.0,23763.0,20507.0,23430.0,27364.0,25859.0,25901.0,29290.0,26238.0,20125.0,21927.0,29828.0,26764.0
4,22623.0,29222.0,41363.0,28609.0,37105.0,28119.0,38662.0,17260.0,28725.0,30527.0,22084.0,21300.0,22767.0,31453.0,21116.0,18588.0,29557.0,21173.0,28313.0,36867.0,35602.0,19657.0,18782.0,23090.0,24356.0,20634.0,21597.0,25660.0,26967.0,24001.0,28501.0,26935.0,18608.0,22099.0,27422.0,25954.0
5,21815.0,30573.0,39890.0,31881.0,39086.0,23476.0,36026.0,17993.0,35077.0,30679.0,21191.0,15958.0,21138.0,32032.0,19845.0,18180.0,31019.0,19990.0,31977.0,30862.0,32499.0,19554.0,20619.0,21414.0,23200.0,17447.0,20937.0,24044.0,23146.0,21012.0,27175.0,27575.0,16296.0,28359.0,23117.0,25361.0
6,21241.0,30331.0,36589.0,31682.0,41263.0,22179.0,36053.0,17852.0,39528.0,36323.0,21505.0,15899.0,19384.0,33936.0,15272.0,18793.0,29638.0,16739.0,35871.0,30837.0,28375.0,19544.0,22082.0,21218.0,20521.0,17925.0,20202.0,21946.0,23756.0,18881.0,24789.0,26585.0,17896.0,25828.0,22312.0,24931.0
7,25510.0,29123.0,33029.0,27849.0,40805.0,19210.0,34674.0,17972.0,34113.0,33582.0,21547.0,13157.0,17430.0,34780.0,13240.0,19339.0,30125.0,13936.0,36440.0,31990.0,24891.0,19108.0,18323.0,22779.0,19864.0,19421.0,19631.0,19967.0,22536.0,16095.0,25326.0,28274.0,17313.0,20732.0,19159.0,22463.0
8,27526.0,23673.0,30220.0,23606.0,36926.0,18223.0,27488.0,18692.0,29461.0,27962.0,14152.0,13982.0,16142.0,32850.0,12717.0,18656.0,30996.0,13127.0,33788.0,31972.0,23229.0,19247.0,14722.0,25088.0,19518.0,16304.0,18809.0,18845.0,22044.0,14368.0,25803.0,27891.0,15639.0,20313.0,20578.0,22729.0
9,28199.0,20519.0,27532.0,24375.0,26322.0,19445.0,22609.0,18853.0,26982.0,26877.0,14472.0,15273.0,16977.0,30765.0,12264.0,18871.0,28146.0,14923.0,32461.0,32588.0,22658.0,19019.0,14728.0,28196.0,17179.0,14633.0,17598.0,18311.0,20882.0,16020.0,22270.0,23752.0,17576.0,20750.0,24101.0,23030.0
10,27412.0,20002.0,25304.0,26582.0,23754.0,20398.0,21633.0,18704.0,25655.0,29441.0,13475.0,15238.0,18018.0,26004.0,12374.0,19825.0,23674.0,14358.0,31977.0,33727.0,23822.0,19266.0,11976.0,29546.0,15940.0,14271.0,18053.0,17332.0,18734.0,16862.0,21444.0,18044.0,15458.0,22274.0,18508.0,21152.0
11,23197.0,21810.0,24430.0,24565.0,21078.0,20803.0,19993.0,18551.0,24792.0,29821.0,13423.0,16674.0,15564.0,19824.0,14283.0,19263.0,17765.0,15709.0,33588.0,32385.0,24907.0,18546.0,12968.0,29082.0,17173.0,15003.0,19623.0,15736.0,18324.0,17770.0,21663.0,15121.0,14050.0,22971.0,17969.0,19516.0
12,20461.0,23306.0,23488.0,22705.0,21821.0,21623.0,18697.0,19518.0,23123.0,23541.0,17313.0,19250.0,16745.0,18708.0,15408.0,19230.0,17203.0,18354.0,35037.0,30982.0,26891.0,18424.0,15274.0,27147.0,18493.0,16105.0,22521.0,16000.0,17847.0,17999.0,24273.0,15137.0,15566.0,24274.0,18325.0,20818.0
13,19078.0,21662.0,23296.0,22267.0,20432.0,21943.0,20212.0,20325.0,21169.0,24226.0,19250.0,20716.0,16922.0,20508.0,15291.0,19052.0,17253.0,19172.0,36292.0,29226.0,27645.0,20477.0,16110.0,25206.0,17676.0,17681.0,21814.0,17097.0,17029.0,20148.0,23986.0,15974.0,17149.0,24444.0,16562.0,21553.0
14,18658.0,22592.0,23314.0,20666.0,26870.0,21687.0,22164.0,19499.0,19713.0,26744.0,22481.0,20059.0,16347.0,22422.0,18181.0,19442.0,18137.0,21559.0,36856.0,28284.0,27290.0,19298.0,19127.0,23656.0,18882.0,18997.0,20354.0,17280.0,20700.0,23320.0,21723.0,17703.0,20014.0,24144.0,18496.0,20010.0
15,18737.0,25622.0,22788.0,19420.0,23576.0,21302.0,21914.0,19249.0,21475.0,27312.0,21877.0,20353.0,17541.0,22292.0,23753.0,19711.0,20436.0,23313.0,36855.0,28427.0,26230.0,20773.0,20426.0,21631.0,19453.0,19854.0,21318.0,17374.0,22229.0,25574.0,21893.0,19329.0,21486.0,22711.0,22045.0,21076.0
16,19307.0,28090.0,20417.0,19793.0,22899.0,18650.0,22871.0,19755.0,21793.0,25483.0,19988.0,21604.0,18444.0,22287.0,28078.0,19592.0,20335.0,23633.0,35592.0,30554.0,25170.0,22534.0,21094.0,22969.0,19987.0,19768.0,22664.0,19461.0,20868.0,22839.0,23193.0,19636.0,20953.0,19678.0,22552.0,20934.0
17,20646.0,30258.0,19465.0,24103.0,20876.0,21063.0,22597.0,19300.0,24770.0,25423.0,24886.0,23720.0,19428.0,22369.0,28141.0,19213.0,20192.0,28928.0,35707.0,29336.0,24821.0,22159.0,24314.0,24533.0,21597.0,19483.0,25344.0,22399.0,20538.0,22492.0,23226.0,19402.0,20620.0,15912.0,25265.0,21723.0
18,22344.0,30225.0,22444.0,21499.0,20997.0,21642.0,21950.0,19268.0,29789.0,25507.0,28239.0,27460.0,23693.0,22734.0,26274.0,20211.0,19341.0,29972.0,35255.0,26039.0,23569.0,25049.0,24609.0,26118.0,21021.0,18956.0,28383.0,26598.0,20270.0,23850.0,22679.0,19971.0,20434.0,16214.0,25739.0,24204.0
