WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,206058.0,219059.0,216449.0,220844.0,229880.0,181567.0,187228.0,226467.0,216088.0,218621.0,222352.0,184328.0,249626.0,237145.0,244207.0,308556.0,237661.0,224077.0,235265.0,191492.0,265765.0,206056.0,253579.0,248123.0,170104.0,256709.0,218508.0,205255.0,210626.0,220095.0,223898.0,188575.0,209748.0,178195.0,210677.0,238065.0
2,205757.0,222743.0,214347.0,207335.0,226859.0,187058.0,188773.0,239638.0,225651.0,202621.0,233263.0,175987.0,236740.0,236833.0,231411.0,284362.0,216008.0,215547.0,224468.0,192272.0,232797.0,195559.0,226507.0,236209.0,169562.0,244002.0,211308.0,228056.0,221399.0,223140.0,216509.0,189907.0,200198.0,177710.0,205793.0,243553.0
3,199760.0,215781.0,218656.0,188427.0,222975.0,182671.0,184035.0,225364.0,233469.0,190001.0,235463.0,157600.0,218166.0,234762.0,223884.0,273885.0,219617.0,213840.0,224136.0,206158.0,214976.0,188063.0,223011.0,229269.0,167806.0,224954.0,194106.0,236816.0,225600.0,240262.0,215415.0,196411.0,201738.0,177251.0,187854.0,230390.0
4,199374.0,196071.0,210828.0,172764.0,212662.0,169213.0,179322.0,217126.0,228632.0,192885.0,205459.0,137231.0,210427.0,236444.0,217613.0,267057.0,213289.0,208721.0,219650.0,207240.0,223285.0,184413.0,226723.0,246404.0,155727.0,213797.0,177178.0,224395.0,210259.0,231523.0,211293.0,199159.0,202302.0,177061.0,180786.0,230709.0
5,201182.0,183131.0,194542.0,166050.0,222563.0,148389.0,176145.0,209071.0,219270.0,195797.0,179520.0,124255.0,211462.0,230586.0,214895.0,260738.0,209992.0,206127.0,212779.0,198568.0,225550.0,179796.0,223822.0,251096.0,144900.0,211509.0,167855.0,226977.0,193099.0,228538.0,205478.0,197562.0,201136.0,181632.0,187053.0,239225.0
6,213065.0,181290.0,181896.0,199975.0,222510.0,152374.0,165796.0,201236.0,206633.0,192471.0,175597.0,119912.0,196272.0,213320.0,218246.0,257882.0,210223.0,209000.0,210675.0,183950.0,235504.0,172698.0,221969.0,267734.0,139538.0,206677.0,162502.0,245100.0,182839.0,206374.0,199008.0,191533.0,198869.0,179616.0,184309.0,225065.0
7,236979.0,177561.0,169260.0,217429.0,217619.0,167735.0,144324.0,201045.0,187780.0,186006.0,176711.0,117809.0,181760.0,199430.0,213457.0,246387.0,209386.0,224039.0,213120.0,177096.0,226797.0,172715.0,216232.0,249047.0,123326.0,192740.0,158497.0,241310.0,181292.0,194068.0,191048.0,183638.0,194568.0,180705.0,186961.0,221405.0
8,223786.0,165703.0,157452.0,215771.0,216394.0,174992.0,127561.0,197474.0,177369.0,181074.0,194109.0,118130.0,175495.0,188958.0,208516.0,229111.0,200999.0,227628.0,215322.0,169496.0,212255.0,173808.0,212914.0,236022.0,122641.0,182220.0,188902.0,241731.0,180889.0,185245.0,191456.0,175574.0,191336.0,170184.0,185898.0,211797.0
9,214098.0,156220.0,154474.0,223820.0,218888.0,185824.0,123082.0,183758.0,177901.0,179013.0,191749.0,119237.0,177508.0,181320.0,198083.0,218349.0,190525.0,218711.0,209782.0,165684.0,198743.0,174959.0,209348.0,223929.0,122412.0,173776.0,204471.0,245911.0,170407.0,181152.0,180679.0,161551.0,190691.0,166220.0,178732.0,199288.0
10,213534.0,158430.0,157934.0,227371.0,216807.0,185925.0,114336.0,179556.0,184247.0,179443.0,206469.0,119535.0,177779.0,181075.0,183907.0,205955.0,176906.0,214470.0,212808.0,175333.0,190514.0,179658.0,212691.0,214260.0,124979.0,168158.0,202765.0,244952.0,175589.0,174792.0,164468.0,145392.0,181812.0,173338.0,168708.0,195496.0
11,216022.0,160844.0,159449.0,256258.0,218266.0,186392.0,113512.0,179905.0,182435.0,177076.0,207061.0,124835.0,174977.0,187623.0,174858.0,204763.0,170632.0,214520.0,204566.0,181075.0,190746.0,178554.0,204054.0,223730.0,128828.0,171656.0,216337.0,234111.0,177429.0,174667.0,159448.0,144432.0,191225.0,176798.0,163794.0,199800.0
12,212780.0,164785.0,162805.0,274185.0,212678.0,203670.0,114853.0,184187.0,186078.0,166430.0,192180.0,132787.0,178328.0,197573.0,170378.0,207657.0,171064.0,226771.0,194530.0,181840.0,191473.0,178576.0,202398.0,232471.0,124253.0,178491.0,233518.0,247017.0,181026.0,183410.0,160427.0,138007.0,202735.0,204175.0,171522.0,203506.0
13,206480.0,170050.0,170217.0,285442.0,204264.0,213612.0,116410.0,188630.0,201914.0,157758.0,193847.0,139309.0,186063.0,219771.0,172977.0,222408.0,173690.0,229967.0,198546.0,189740.0,202032.0,179530.0,228163.0,226878.0,125291.0,181174.0,237127.0,268180.0,174075.0,192567.0,162264.0,128806.0,203018.0,221025.0,181942.0,200450.0
14,208162.0,175477.0,175962.0,298388.0,217208.0,209535.0,120791.0,185116.0,200877.0,173900.0,228443.0,144276.0,194209.0,230796.0,186258.0,244161.0,181335.0,247503.0,199237.0,198075.0,227653.0,188410.0,307823.0,218834.0,129807.0,185216.0,243799.0,276823.0,182190.0,198851.0,162851.0,147222.0,222790.0,229019.0,182580.0,203396.0
15,216367.0,191125.0,184479.0,320274.0,204008.0,225159.0,138375.0,196100.0,200841.0,187608.0,295588.0,149887.0,197187.0,221490.0,200258.0,227901.0,192674.0,264389.0,200843.0,214120.0,266956.0,196117.0,333947.0,216034.0,146635.0,192529.0,252366.0,309035.0,200091.0,245263.0,169478.0,180026.0,238780.0,263638.0,186817.0,211384.0
16,243143.0,230310.0,200315.0,321084.0,205843.0,228966.0,170922.0,222580.0,201354.0,219696.0,298131.0,162811.0,195695.0,229156.0,232771.0,246449.0,232344.0,268891.0,214620.0,261591.0,312218.0,205615.0,372188.0,216007.0,178462.0,198997.0,260774.0,327027.0,249226.0,292244.0,179071.0,193422.0,240693.0,284615.0,198810.0,231429.0
17,242767.0,276127.0,227106.0,367046.0,199695.0,252963.0,186318.0,231310.0,235882.0,266301.0,309041.0,214409.0,201486.0,248664.0,263680.0,287828.0,270816.0,307089.0,227369.0,285102.0,356426.0,222519.0,362103.0,228888.0,226947.0,212819.0,282418.0,339529.0,352598.0,294292.0,184970.0,208155.0,250996.0,285727.0,230332.0,250109.0
18,236919.0,279331.0,260825.0,401374.0,238302.0,283673.0,223633.0,253704.0,263320.0,290331.0,328783.0,245533.0,228293.0,256934.0,281427.0,345727.0,264736.0,305665.0,235984.0,296058.0,368970.0,261433.0,348354.0,279674.0,277341.0,225564.0,300634.0,368640.0,373642.0,327860.0,190080.0,237905.0,252370.0,304308.0,281523.0,266855.0
