WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,8838.0,19679.0,14537.0,25199.0,28057.0,9344.0,9809.0,4913.0,11474.0,5930.0,17726.0,18841.0,5047.0,8969.0,5080.0,5180.0,13334.0,9777.0,18400.0,26432.0,6023.0,5541.0,14722.0,20766.0,5688.0,7938.0,29888.0,6052.0,23665.0,14968.0,20981.0,6899.0,9206.0,5265.0,6708.0,5211.0
2,8210.0,19457.0,20579.0,25347.0,28761.0,10485.0,9953.0,5079.0,11929.0,5031.0,15208.0,17259.0,6189.0,9278.0,6005.0,6425.0,17916.0,19529.0,21401.0,27584.0,5223.0,5411.0,20488.0,20533.0,5775.0,11656.0,29806.0,15671.0,27543.0,13207.0,21963.0,5321.0,7301.0,6470.0,7256.0,5112.0
3,8225.0,19430.0,20722.0,22784.0,29564.0,8539.0,8674.0,5331.0,10265.0,6175.0,11759.0,16116.0,5271.0,10518.0,6437.0,6607.0,19893.0,21978.0,23593.0,28949.0,6456.0,5490.0,21160.0,20859.0,5493.0,14253.0,29679.0,20159.0,26583.0,12803.0,24331.0,5169.0,6802.0,7266.0,7658.0,4650.0
4,7696.0,16258.0,19384.0,26098.0,29826.0,6798.0,6651.0,5377.0,9338.0,7602.0,12834.0,13382.0,5857.0,10408.0,7838.0,5253.0,18798.0,23843.0,27403.0,29208.0,5672.0,5722.0,22746.0,24023.0,7018.0,14359.0,29600.0,20810.0,26076.0,15256.0,23478.0,6926.0,6749.0,8327.0,6256.0,4803.0
5,7104.0,13792.0,17225.0,28950.0,29374.0,5469.0,6890.0,5215.0,9076.0,7757.0,13263.0,11872.0,7352.0,11736.0,9638.0,5142.0,15504.0,26009.0,29050.0,29535.0,5110.0,5494.0,26327.0,26939.0,7062.0,13816.0,28797.0,20709.0,24490.0,24260.0,18586.0,9864.0,5825.0,10467.0,6835.0,5287.0
6,9622.0,12173.0,12846.0,28918.0,28552.0,4877.0,8364.0,5105.0,8838.0,8605.0,12444.0,14598.0,7554.0,17689.0,9210.0,5951.0,14401.0,26505.0,29902.0,29864.0,7682.0,5161.0,25995.0,25664.0,6071.0,13430.0,28739.0,18793.0,21033.0,28282.0,14170.0,10173.0,7663.0,8042.0,5514.0,5474.0
7,16195.0,13623.0,8481.0,27979.0,27392.0,4813.0,8913.0,5118.0,6702.0,10551.0,21172.0,16489.0,6898.0,20058.0,8406.0,5585.0,15361.0,27223.0,29931.0,29669.0,8970.0,5616.0,25271.0,20331.0,6763.0,13004.0,28922.0,19310.0,16228.0,29883.0,20916.0,9605.0,9174.0,6842.0,7167.0,5849.0
8,17116.0,18983.0,6654.0,26876.0,27332.0,5077.0,6815.0,5275.0,5330.0,8867.0,19158.0,14272.0,6705.0,15282.0,8013.0,7125.0,9321.0,29278.0,29859.0,29578.0,7808.0,5456.0,23748.0,15731.0,6807.0,10642.0,28319.0,17197.0,13528.0,29977.0,26655.0,9418.0,8082.0,6150.0,9690.0,6417.0
9,17822.0,22114.0,6233.0,26278.0,26571.0,6778.0,5629.0,5532.0,5476.0,6651.0,13215.0,11702.0,7048.0,14443.0,8339.0,8137.0,7886.0,29386.0,29779.0,29695.0,8163.0,5834.0,22674.0,11839.0,5563.0,12119.0,27930.0,16536.0,12642.0,29796.0,27239.0,8718.0,7254.0,5959.0,21297.0,6677.0
10,18463.0,20205.0,6209.0,22213.0,25454.0,15941.0,4973.0,5691.0,5792.0,5615.0,13996.0,13649.0,12931.0,12783.0,7775.0,7388.0,5999.0,29621.0,29815.0,29882.0,7313.0,5865.0,23452.0,10559.0,5408.0,13861.0,29023.0,18080.0,12923.0,29785.0,27749.0,6978.0,5919.0,5535.0,25408.0,6652.0
11,17733.0,17304.0,8404.0,20275.0,24750.0,20430.0,4457.0,5706.0,6965.0,5247.0,14258.0,15238.0,22208.0,8324.0,9595.0,7182.0,6426.0,29637.0,29854.0,29163.0,6921.0,5527.0,22503.0,10257.0,5344.0,12323.0,29868.0,26024.0,11707.0,29794.0,27310.0,5746.0,5168.0,5795.0,20141.0,6724.0
