WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,54175.0,204277.0,181515.0,143239.0,204277.0,168695.0,51090.0,47051.0,164323.0,77757.0,203340.0,203773.0,84289.0,89236.0,106150.0,119998.0,178681.0,190851.0,204277.0,204277.0,82681.0,53207.0,204277.0,204277.0,99278.0,112502.0,159419.0,146711.0,137235.0,154668.0,188919.0,77633.0,73273.0,53319.0,74217.0,85433.0
2,66966.0,204092.0,204061.0,122194.0,203844.0,167155.0,47453.0,45636.0,149649.0,98607.0,183691.0,203783.0,81686.0,91752.0,143089.0,97782.0,197572.0,203845.0,204277.0,204277.0,95057.0,52435.0,204277.0,204277.0,112389.0,147779.0,131865.0,193741.0,155476.0,148378.0,175547.0,66794.0,95866.0,62718.0,60507.0,79491.0
3,110005.0,196510.0,204277.0,103304.0,187879.0,119463.0,53403.0,45100.0,113638.0,100701.0,131749.0,200265.0,87575.0,99160.0,162318.0,81015.0,204277.0,204277.0,204277.0,195730.0,101169.0,45442.0,204277.0,204277.0,140029.0,174875.0,127591.0,204277.0,165160.0,135821.0,177754.0,59782.0,95370.0,54165.0,54942.0,73819.0
4,108813.0,162533.0,202205.0,115019.0,156131.0,88623.0,60709.0,44655.0,93645.0,91672.0,147206.0,172755.0,97195.0,102676.0,166278.0,95767.0,203254.0,204277.0,204277.0,170655.0,102702.0,43273.0,204277.0,204277.0,117187.0,165640.0,124888.0,204277.0,147288.0,141642.0,133801.0,80325.0,81202.0,71970.0,58704.0,77529.0
5,106403.0,123370.0,199704.0,144745.0,145221.0,83607.0,53380.0,48029.0,85330.0,81701.0,136379.0,139655.0,96589.0,118201.0,177075.0,95469.0,202489.0,204277.0,204277.0,158773.0,94808.0,43803.0,204277.0,199445.0,97422.0,152472.0,112330.0,204277.0,104103.0,177432.0,117534.0,111565.0,96438.0,66387.0,64369.0,70005.0
6,131242.0,102697.0,165770.0,144388.0,106005.0,83782.0,49352.0,50177.0,80263.0,126122.0,133702.0,157941.0,95720.0,169724.0,138583.0,80727.0,192503.0,204277.0,204277.0,162088.0,113047.0,44359.0,184043.0,164723.0,85656.0,122165.0,124703.0,203968.0,86106.0,203825.0,101562.0,110296.0,120152.0,59409.0,84326.0,68853.0
7,186408.0,94951.0,124014.0,117483.0,81758.0,93858.0,48230.0,45443.0,70423.0,162779.0,131986.0,152420.0,94071.0,202021.0,111268.0,65972.0,158430.0,204215.0,204277.0,153954.0,117936.0,45584.0,149851.0,127575.0,72786.0,91850.0,157549.0,203844.0,76643.0,204277.0,96301.0,103174.0,138543.0,57106.0,109605.0,63516.0
8,186227.0,112084.0,93809.0,100148.0,78927.0,94555.0,46797.0,43773.0,64437.0,128534.0,124740.0,126996.0,98247.0,186736.0,121189.0,69815.0,135165.0,201816.0,204277.0,147583.0,102041.0,48099.0,124118.0,106590.0,62607.0,87273.0,170349.0,173909.0,69346.0,204277.0,113081.0,95162.0,119355.0,56203.0,122953.0,67193.0
9,194228.0,114268.0,77023.0,90740.0,97552.0,95400.0,45867.0,51308.0,60288.0,104650.0,101483.0,92174.0,100964.0,175771.0,132230.0,75750.0,92944.0,184967.0,204277.0,147681.0,122163.0,50263.0,87233.0,77024.0,58146.0,85789.0,177209.0,151371.0,65647.0,204277.0,114874.0,87268.0,101695.0,55391.0,182091.0,58602.0
10,204154.0,96720.0,73399.0,84517.0,85189.0,131222.0,46032.0,55735.0,59154.0,94106.0,99284.0,81912.0,136590.0,150392.0,121796.0,67758.0,75464.0,156163.0,204154.0,179841.0,110608.0,63682.0,78553.0,68323.0,52563.0,87563.0,195239.0,132907.0,78658.0,204277.0,123809.0,83569.0,93734.0,54185.0,189346.0,54966.0
