WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,17167.0,17024.0,18180.0,14181.0,19500.0,11002.0,12865.0,16846.0,17551.0,17585.0,11450.0,14963.0,12465.0,19233.0,12393.0,18949.0,16000.0,14872.0,18984.0,16418.0,18110.0,10927.0,17548.0,18569.0,10916.0,11539.0,10850.0,11287.0,12090.0,17237.0,15954.0,14472.0,13132.0,12953.0,10204.0,18582.0
2,17997.0,16625.0,17144.0,14430.0,18986.0,10670.0,12229.0,16524.0,17075.0,17383.0,11781.0,14728.0,11091.0,18899.0,12746.0,18369.0,15034.0,13149.0,18926.0,16137.0,17465.0,11605.0,17161.0,18938.0,10943.0,11009.0,11368.0,12561.0,12534.0,17019.0,15750.0,13466.0,13502.0,12745.0,10336.0,18383.0
3,18119.0,16232.0,16485.0,13993.0,19032.0,10392.0,12748.0,15190.0,17873.0,16531.0,11846.0,13492.0,11363.0,18778.0,13721.0,17643.0,16541.0,13371.0,18365.0,16009.0,16606.0,11709.0,17492.0,18170.0,10954.0,10993.0,11209.0,14189.0,15177.0,16507.0,15753.0,12708.0,14327.0,12935.0,10165.0,17800.0
4,18179.0,14771.0,16002.0,13573.0,18430.0,10393.0,12832.0,14608.0,16911.0,16164.0,12314.0,13515.0,12547.0,18710.0,13489.0,17412.0,15040.0,13313.0,18491.0,16625.0,17359.0,11906.0,18469.0,18894.0,10433.0,10932.0,10902.0,13199.0,12216.0,15376.0,15481.0,12262.0,14536.0,13808.0,10300.0,18711.0
5,18455.0,13790.0,15641.0,13414.0,17625.0,10944.0,12125.0,14158.0,15652.0,15828.0,11307.0,13802.0,13428.0,18421.0,13481.0,16954.0,14598.0,13834.0,17505.0,17453.0,17183.0,13635.0,18164.0,18591.0,10679.0,11352.0,11896.0,12476.0,11174.0,16421.0,15596.0,11407.0,15259.0,13165.0,10416.0,18299.0
6,17940.0,12838.0,15427.0,13858.0,16385.0,11467.0,11358.0,14091.0,14862.0,14918.0,11052.0,14169.0,14116.0,17799.0,15449.0,16523.0,13990.0,15710.0,16374.0,17535.0,17941.0,15342.0,17464.0,18469.0,11335.0,11433.0,11774.0,12839.0,10597.0,14943.0,16337.0,10964.0,15921.0,12723.0,11934.0,19105.0
7,17587.0,13029.0,15616.0,14960.0,16075.0,12535.0,10998.0,14124.0,14419.0,14626.0,10885.0,14005.0,13058.0,17240.0,15294.0,16415.0,12809.0,17860.0,16303.0,18128.0,17221.0,15490.0,16146.0,17682.0,10920.0,11188.0,11800.0,12289.0,10060.0,15178.0,16724.0,10681.0,15625.0,13025.0,11439.0,19456.0
8,16850.0,14464.0,15548.0,14393.0,16605.0,12435.0,11182.0,13683.0,14430.0,13939.0,13033.0,13653.0,12626.0,16978.0,15257.0,16345.0,12087.0,17855.0,17392.0,17868.0,17008.0,15996.0,18379.0,16981.0,10880.0,11545.0,12384.0,11581.0,10318.0,16863.0,17325.0,10689.0,15210.0,14064.0,11179.0,19371.0
9,16288.0,14766.0,14857.0,14159.0,16680.0,13557.0,11681.0,13393.0,13802.0,12690.0,12197.0,14211.0,11685.0,16728.0,16549.0,16272.0,11622.0,16675.0,17431.0,16819.0,16750.0,14392.0,18159.0,16516.0,11174.0,11526.0,12632.0,11910.0,11515.0,16895.0,17381.0,10716.0,15449.0,14645.0,12314.0,18530.0
10,16172.0,14671.0,14439.0,13298.0,16627.0,11835.0,11561.0,12633.0,12485.0,11850.0,12799.0,16757.0,11713.0,16572.0,16605.0,16172.0,14455.0,17259.0,18295.0,16384.0,16374.0,12921.0,17977.0,16222.0,11049.0,11416.0,12462.0,11366.0,11356.0,16901.0,16764.0,12240.0,15501.0,13899.0,12904.0,18202.0
