WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,3269.0,9016.0,8764.0,7089.0,7656.0,1765.0,3429.0,6226.0,2121.0,5210.0,8202.0,5604.0,7571.0,7707.0,8971.0,5876.0,10232.0,7824.0,9613.0,10345.0,7047.0,2062.0,9694.0,8730.0,2471.0,9589.0,3642.0,7074.0,8733.0,6589.0,5730.0,1337.0,10820.0,9948.0,1487.0,4440.0
2,2965.0,8758.0,9244.0,6814.0,7127.0,1674.0,3240.0,6325.0,2366.0,4781.0,8038.0,5221.0,7189.0,7121.0,9393.0,5946.0,10291.0,8337.0,10739.0,10525.0,7700.0,1977.0,10469.0,9534.0,2490.0,10100.0,3434.0,9176.0,9038.0,6406.0,5622.0,1400.0,11313.0,9950.0,1479.0,3840.0
3,3000.0,8125.0,9702.0,6130.0,7091.0,1749.0,3053.0,6334.0,2798.0,4326.0,7909.0,4619.0,7787.0,6958.0,9691.0,5897.0,10532.0,9126.0,11402.0,10647.0,7627.0,1944.0,11000.0,9718.0,2362.0,10651.0,3287.0,9973.0,8567.0,8841.0,5387.0,1434.0,11874.0,9737.0,1523.0,3532.0
4,3571.0,7227.0,10875.0,6019.0,6234.0,1865.0,2881.0,6331.0,4545.0,3556.0,7628.0,3944.0,7881.0,6393.0,10417.0,6052.0,10943.0,9933.0,11710.0,10564.0,7083.0,1969.0,11155.0,9652.0,2282.0,11138.0,3018.0,10237.0,7985.0,8790.0,5191.0,1466.0,12396.0,10050.0,1580.0,3755.0
5,5055.0,6381.0,11950.0,5532.0,5696.0,1869.0,2694.0,6254.0,5346.0,3230.0,7444.0,3635.0,7312.0,5443.0,10928.0,5892.0,11367.0,10159.0,12153.0,10242.0,6821.0,2098.0,11439.0,9375.0,2277.0,11407.0,2920.0,10423.0,7280.0,9771.0,5265.0,1527.0,12850.0,9819.0,1598.0,3570.0
6,5899.0,5249.0,12255.0,5586.0,5716.0,1872.0,2621.0,5800.0,5651.0,3152.0,7219.0,3476.0,6700.0,4761.0,10947.0,5488.0,11560.0,10608.0,12718.0,9721.0,7633.0,2129.0,11850.0,8721.0,2287.0,11617.0,2787.0,10504.0,6385.0,10213.0,4504.0,1624.0,13214.0,9275.0,1620.0,4069.0
7,8107.0,4426.0,12435.0,6322.0,4683.0,2014.0,2537.0,5057.0,5633.0,3064.0,6968.0,3341.0,6180.0,4121.0,10712.0,4325.0,12485.0,12565.0,13040.0,8716.0,7841.0,2087.0,11827.0,7957.0,2391.0,11616.0,2716.0,10398.0,5461.0,10392.0,4771.0,1686.0,13336.0,8913.0,1737.0,4227.0
8,8183.0,3898.0,12065.0,6082.0,3925.0,1988.0,2491.0,4527.0,4926.0,3195.0,6476.0,3054.0,5438.0,3677.0,10795.0,3535.0,12933.0,13238.0,13563.0,7877.0,6940.0,2039.0,11185.0,6572.0,2440.0,11301.0,3443.0,10175.0,4320.0,9384.0,6102.0,1725.0,13091.0,8273.0,1722.0,3690.0
9,11110.0,3356.0,10879.0,5370.0,3952.0,2128.0,2538.0,3900.0,4258.0,2991.0,5853.0,2748.0,4819.0,3415.0,11084.0,3198.0,13247.0,12960.0,13925.0,7238.0,5918.0,2042.0,10069.0,5904.0,2404.0,10900.0,3610.0,9457.0,3690.0,8952.0,6136.0,1921.0,12564.0,7571.0,1989.0,3001.0
10,10525.0,3725.0,10030.0,4736.0,3771.0,2750.0,2621.0,3499.0,3674.0,2909.0,5205.0,2709.0,5362.0,3275.0,10621.0,2895.0,13472.0,12364.0,13946.0,7490.0,5000.0,2062.0,9544.0,5464.0,2398.0,10547.0,3827.0,8870.0,3273.0,7752.0,5089.0,1887.0,11498.0,6985.0,2323.0,2828.0
