WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,14242.0,19296.0,39433.0,12151.0,9080.0,30441.0,47119.0,15925.0,25282.0,2926.0,15572.0,25175.0,31169.0,2209.0,19959.0,37929.0,33001.0,29480.0,23787.0,37845.0,11906.0,17580.0,13846.0,20705.0,26439.0,22238.0,21983.0,37632.0,21094.0,27812.0,14555.0,11974.0,29953.0,17473.0,7626.0,20802.0
2,22248.0,23713.0,42266.0,7861.0,11990.0,32075.0,40120.0,13628.0,17665.0,18154.0,2318.0,19694.0,38104.0,8097.0,13883.0,33188.0,25053.0,31708.0,32198.0,30199.0,25457.0,12524.0,29413.0,21881.0,30445.0,24381.0,25236.0,26934.0,19123.0,17963.0,21796.0,8212.0,37808.0,13727.0,8834.0,10473.0
3,28620.0,25579.0,43204.0,14538.0,27565.0,38185.0,25596.0,15473.0,14808.0,18887.0,21629.0,20873.0,38529.0,20356.0,20806.0,26682.0,29237.0,32300.0,32314.0,17234.0,28688.0,7898.0,29188.0,19261.0,22199.0,36740.0,23448.0,19614.0,20799.0,19359.0,20252.0,18309.0,28006.0,11802.0,13796.0,18030.0
4,25047.0,23459.0,36643.0,21006.0,38773.0,24399.0,25874.0,18443.0,16357.0,19989.0,21883.0,16072.0,38304.0,19996.0,37900.0,19837.0,37326.0,31105.0,26312.0,12823.0,20022.0,7509.0,22103.0,15124.0,23191.0,35772.0,20228.0,25172.0,22149.0,26161.0,16413.0,27177.0,22402.0,28232.0,24415.0,14138.0
5,23894.0,24332.0,28467.0,29721.0,20444.0,15943.0,22755.0,21252.0,24867.0,22226.0,25514.0,16298.0,20710.0,17495.0,38609.0,11421.0,47412.0,23926.0,21632.0,16079.0,15243.0,11432.0,36157.0,14541.0,20052.0,24542.0,20426.0,21150.0,22104.0,21289.0,14747.0,29214.0,23487.0,21530.0,32287.0,16977.0
6,17279.0,36866.0,18458.0,24300.0,20431.0,17464.0,20615.0,22849.0,28228.0,32420.0,33903.0,22223.0,17381.0,17413.0,29500.0,11712.0,35804.0,14989.0,29801.0,17104.0,15161.0,22375.0,44469.0,13961.0,21215.0,18217.0,20608.0,16901.0,22455.0,27514.0,16006.0,23741.0,16123.0,16268.0,32905.0,19502.0
7,16871.0,31260.0,12246.0,21233.0,23589.0,15029.0,19485.0,22709.0,18576.0,38004.0,37048.0,14051.0,18600.0,16758.0,29571.0,16451.0,29744.0,12135.0,31660.0,12123.0,24955.0,25614.0,39311.0,15444.0,21494.0,16583.0,23706.0,18580.0,20461.0,25665.0,23222.0,24493.0,20411.0,14404.0,30843.0,24809.0
8,21081.0,16973.0,12424.0,24078.0,16544.0,15451.0,14974.0,25701.0,14200.0,32436.0,14758.0,16053.0,19241.0,19557.0,24386.0,21672.0,21358.0,10849.0,29855.0,13236.0,17641.0,30770.0,23304.0,24600.0,20898.0,15288.0,20224.0,18738.0,20136.0,27541.0,27376.0,24798.0,17321.0,16007.0,33594.0,25570.0
9,26030.0,12686.0,15050.0,31748.0,26789.0,17846.0,12901.0,30542.0,17643.0,28269.0,16044.0,15917.0,23645.0,22373.0,22383.0,22872.0,14940.0,12979.0,34001.0,18418.0,14542.0,24832.0,17133.0,29558.0,21135.0,15942.0,14626.0,15594.0,23596.0,19078.0,27190.0,22365.0,14373.0,12952.0,39492.0,20022.0
10,15922.0,12559.0,18390.0,40703.0,17798.0,23367.0,12792.0,33535.0,21812.0,20574.0,20263.0,16630.0,29669.0,26353.0,19290.0,26527.0,13350.0,13072.0,27689.0,18425.0,18617.0,18486.0,16839.0,36450.0,22618.0,18168.0,13724.0,15275.0,22119.0,16740.0,27218.0,18021.0,15290.0,17102.0,26217.0,18617.0
11,14292.0,13982.0,21390.0,39651.0,15276.0,25964.0,14572.0,34775.0,22971.0,19638.0,23685.0,18915.0,25681.0,35190.0,16951.0,28727.0,17218.0,15954.0,31160.0,15486.0,25898.0,20987.0,24892.0,47134.0,26895.0,22496.0,13462.0,16570.0,21507.0,17162.0,18633.0,15389.0,17793.0,23276.0,15920.0,19026.0
12,14469.0,15915.0,22731.0,36233.0,17845.0,28053.0,19220.0,35697.0,25723.0,18768.0,25741.0,25173.0,27707.0,41199.0,15533.0,36509.0,19261.0,19646.0,28629.0,26079.0,29862.0,28696.0,26292.0,56138.0,28338.0,25715.0,14649.0,19453.0,25340.0,18569.0,13995.0,16913.0,22795.0,34646.0,13598.0,20570.0
13,18442.0,19668.0,25124.0,42505.0,21046.0,27576.0,22088.0,35959.0,28546.0,21884.0,38501.0,30523.0,44979.0,48896.0,13797.0,56965.0,23601.0,22580.0,14197.0,37512.0,44981.0,32947.0,48906.0,54206.0,24607.0,26536.0,19612.0,22000.0,27451.0,18574.0,17020.0,20858.0,26433.0,41609.0,13836.0,22448.0
14,27700.0,24129.0,28976.0,39597.0,29479.0,27547.0,25869.0,33715.0,35909.0,30248.0,44934.0,36289.0,42321.0,52827.0,17323.0,70558.0,25538.0,33315.0,14555.0,38619.0,48914.0,42589.0,71155.0,44771.0,25335.0,26217.0,24550.0,27017.0,30325.0,22494.0,25328.0,29947.0,38419.0,42257.0,15663.0,22362.0
15,34951.0,39631.0,38058.0,42688.0,28442.0,40248.0,29833.0,39106.0,39259.0,42236.0,47128.0,38295.0,38366.0,49377.0,25781.0,60512.0,41819.0,34570.0,18605.0,41340.0,45826.0,44263.0,69694.0,42607.0,36139.0,27194.0,30316.0,38753.0,35689.0,30090.0,22346.0,44908.0,42083.0,43124.0,19403.0,30519.0
16,37214.0,65850.0,42983.0,44786.0,30933.0,38336.0,40435.0,58203.0,43538.0,66104.0,47319.0,45137.0,33588.0,52749.0,46746.0,59753.0,66616.0,40934.0,25725.0,59391.0,44312.0,54216.0,74364.0,41095.0,46504.0,31001.0,35605.0,40798.0,53826.0,38845.0,18517.0,47853.0,61683.0,43503.0,35546.0,42031.0
17,40390.0,85959.0,43954.0,51096.0,30693.0,42969.0,43367.0,65724.0,72542.0,84214.0,88081.0,70522.0,37421.0,68517.0,59109.0,85720.0,58090.0,64412.0,31801.0,81880.0,73984.0,58498.0,80355.0,40894.0,66513.0,37990.0,40082.0,44579.0,71301.0,44030.0,23608.0,50608.0,67192.0,42631.0,60259.0,47604.0
18,44357.0,88157.0,61416.0,58275.0,44446.0,51781.0,67874.0,74384.0,96654.0,95421.0,107432.0,89638.0,58342.0,82110.0,63823.0,75202.0,47487.0,60253.0,35467.0,98393.0,96832.0,80449.0,65357.0,54518.0,84637.0,45544.0,42695.0,50466.0,83504.0,44710.0,31379.0,65966.0,71014.0,57307.0,73668.0,70230.0
19,61353.0,90220.0,80329.0,61211.0,61943.0,70695.0,74570.0,88618.0,115736.0,89543.0,82910.0,89356.0,74839.0,83035.0,73350.0,64156.0,53693.0,85856.0,45816.0,102570.0,91425.0,92394.0,84187.0,89060.0,94603.0,60418.0,43061.0,86481.0,100599.0,47687.0,44213.0,82014.0,70850.0,61434.0,61745.0,80547.0
20,91418.0,102922.0,78962.0,82081.0,70902.0,63818.0,71066.0,99648.0,120951.0,97590.0,109053.0,90695.0,75997.0,96199.0,87436.0,94076.0,74868.0,90854.0,72008.0,96754.0,108042.0,85797.0,99993.0,100394.0,104801.0,83039.0,60761.0,81769.0,100418.0,61964.0,65128.0,94679.0,89237.0,76202.0,76132.0,86339.0
21,102739.0,90026.0,92624.0,110538.0,101408.0,94011.0,83721.0,112459.0,122759.0,87315.0,118481.0,93986.0,74736.0,106616.0,113202.0,113343.0,101358.0,104896.0,79914.0,93416.0,127618.0,117769.0,67718.0,94558.0,101895.0,94901.0,78929.0,83670.0,109713.0,77464.0,72985.0,102989.0,110360.0,90179.0,95364.0,94731.0
22,123538.0,86790.0,115338.0,128320.0,138592.0,110939.0,104870.0,116260.0,120019.0,82585.0,115493.0,106544.0,79234.0,124575.0,130608.0,118629.0,110433.0,111549.0,80695.0,103913.0,121744.0,116792.0,104317.0,121237.0,102340.0,104661.0,100179.0,120258.0,108193.0,81773.0,89647.0,107036.0,108898.0,104222.0,105173.0,122462.0
23,120643.0,95848.0,123112.0,127104.0,135999.0,118082.0,110465.0,124613.0,97706.0,97863.0,132291.0,99656.0,81227.0,133125.0,129240.0,91540.0,125950.0,106288.0,82388.0,121742.0,118366.0,111546.0,108200.0,122663.0,102205.0,106895.0,120319.0,120181.0,112815.0,95797.0,114628.0,108015.0,110264.0,101115.0,95281.0,128154.0
24,110402.0,100214.0,111783.0,124978.0,98907.0,117496.0,109003.0,128282.0,106960.0,100129.0,126266.0,97356.0,82796.0,126447.0,127791.0,120553.0,126470.0,106074.0,86260.0,125956.0,124927.0,128110.0,106892.0,127625.0,92954.0,110671.0,121470.0,109558.0,107706.0,121903.0,122148.0,106437.0,113901.0,131293.0,86264.0,125657.0
25,127817.0,113892.0,121368.0,130537.0,125954.0,124275.0,114602.0,122019.0,117489.0,93775.0,120450.0,98878.0,91546.0,121113.0,120765.0,125227.0,126860.0,113482.0,93560.0,114486.0,117882.0,126886.0,106417.0,133818.0,86328.0,116433.0,126412.0,109238.0,106346.0,132441.0,117753.0,105024.0,102971.0,136357.0,112259.0,126761.0
26,121443.0,107283.0,130446.0,125206.0,125115.0,131916.0,112872.0,117296.0,121750.0,87307.0,110923.0,99297.0,101314.0,120569.0,116616.0,123117.0,117555.0,102965.0,91344.0,113459.0,116596.0,120864.0,106825.0,122597.0,83392.0,113949.0,126389.0,108254.0,109264.0,131941.0,136458.0,104482.0,97585.0,125617.0,125472.0,118093.0
27,119173.0,100444.0,121938.0,121972.0,115586.0,122067.0,110236.0,108448.0,119895.0,90060.0,110986.0,101143.0,97639.0,118826.0,118167.0,119560.0,121828.0,91962.0,86258.0,111317.0,117506.0,118834.0,93320.0,115920.0,90822.0,118440.0,121005.0,114417.0,105372.0,127085.0,131657.0,98527.0,107473.0,120613.0,120606.0,114449.0
28,115107.0,99927.0,117107.0,111449.0,117184.0,119369.0,116957.0,98800.0,112719.0,84322.0,98976.0,96441.0,92813.0,108697.0,113191.0,119726.0,118029.0,83507.0,86432.0,98783.0,112399.0,110262.0,77007.0,111222.0,85124.0,114194.0,118480.0,107699.0,98955.0,122141.0,122960.0,89507.0,108597.0,120547.0,115825.0,104646.0
29,114549.0,94019.0,111140.0,99333.0,118618.0,118042.0,110881.0,90866.0,106052.0,86113.0,91402.0,91237.0,89905.0,95724.0,104170.0,107818.0,118033.0,79265.0,84724.0,88240.0,104542.0,95504.0,66793.0,112080.0,77822.0,103015.0,111293.0,101273.0,87705.0,120729.0,119748.0,89100.0,98254.0,102510.0,111076.0,92630.0
30,102350.0,86443.0,102271.0,88796.0,102050.0,101530.0,98533.0,85601.0,94651.0,84172.0,84984.0,90491.0,87153.0,88086.0,95179.0,98757.0,105909.0,79570.0,83545.0,85656.0,95704.0,83873.0,77507.0,99236.0,84155.0,94625.0,104199.0,88973.0,88973.0,107857.0,107659.0,86189.0,89819.0,93974.0,104840.0,86293.0
31,95261.0,83553.0,92160.0,81536.0,96892.0,91538.0,90613.0,81733.0,88733.0,84680.0,82093.0,86420.0,83269.0,83935.0,90993.0,93459.0,94201.0,78955.0,85925.0,85834.0,92121.0,72542.0,81746.0,91232.0,84572.0,88383.0,95178.0,86388.0,87078.0,95953.0,98174.0,79770.0,78751.0,81992.0,90587.0,81562.0
32,86617.0,80884.0,78257.0,80277.0,84972.0,82020.0,87970.0,80639.0,83764.0,79333.0,83656.0,86664.0,87953.0,78605.0,89085.0,84229.0,84300.0,74499.0,85897.0,78774.0,88205.0,67162.0,79488.0,86919.0,81970.0,85733.0,84310.0,85435.0,82200.0,83911.0,91325.0,69635.0,83942.0,79718.0,87335.0,78661.0
