WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,978.0,1802.0,1206.0,1378.0,1564.0,1576.0,1174.0,1253.0,1610.0,2259.0,1150.0,1228.0,1245.0,1591.0,1040.0,1081.0,813.0,1100.0,1037.0,1393.0,1690.0,930.0,1070.0,912.0,1443.0,819.0,1346.0,909.0,1222.0,1657.0,1444.0,1302.0,947.0,1186.0,1226.0,1024.0
2,1106.0,1736.0,1153.0,1487.0,1665.0,1679.0,1108.0,1367.0,1817.0,2134.0,1264.0,1478.0,1149.0,1769.0,1140.0,1127.0,877.0,1251.0,1033.0,1373.0,1571.0,937.0,1138.0,976.0,1410.0,918.0,1392.0,960.0,1147.0,1763.0,1605.0,1452.0,946.0,1221.0,1300.0,1333.0
3,1293.0,1776.0,1173.0,1538.0,1751.0,1780.0,1236.0,1389.0,1929.0,2093.0,1291.0,1507.0,1085.0,1662.0,1196.0,1236.0,977.0,1389.0,1007.0,1329.0,1597.0,1011.0,1142.0,1092.0,1337.0,962.0,1534.0,995.0,1388.0,1633.0,1721.0,1585.0,980.0,1297.0,1363.0,1452.0
4,1428.0,1725.0,1203.0,1456.0,1546.0,1909.0,1497.0,1440.0,1848.0,1951.0,1388.0,1478.0,1128.0,1690.0,1352.0,1279.0,975.0,1456.0,1076.0,1505.0,1757.0,1086.0,1103.0,1189.0,1405.0,951.0,1700.0,1206.0,1640.0,1744.0,1839.0,1644.0,1065.0,1685.0,1325.0,1668.0
5,1533.0,1716.0,1331.0,1308.0,1507.0,2007.0,1510.0,1497.0,1737.0,2005.0,1597.0,1690.0,1261.0,1779.0,1511.0,1354.0,971.0,1463.0,1169.0,1778.0,1698.0,1275.0,1328.0,1419.0,1614.0,1006.0,1806.0,1413.0,1615.0,1984.0,1769.0,1613.0,1371.0,1699.0,1555.0,1770.0
6,1500.0,1808.0,1459.0,1284.0,1339.0,1968.0,1410.0,1559.0,1534.0,1968.0,1563.0,1862.0,1450.0,1690.0,1570.0,1459.0,1020.0,1465.0,1162.0,1857.0,1878.0,1432.0,1275.0,1703.0,1560.0,1095.0,1846.0,1611.0,1543.0,2008.0,1747.0,1585.0,1505.0,1728.0,1616.0,1753.0
7,1472.0,1894.0,1626.0,1355.0,1292.0,1920.0,1454.0,1743.0,1591.0,1894.0,1620.0,1753.0,1520.0,1607.0,1580.0,1469.0,1111.0,1332.0,1193.0,1880.0,1681.0,1601.0,1699.0,1842.0,1400.0,1259.0,1854.0,1712.0,1744.0,2053.0,1630.0,1592.0,1581.0,1848.0,1644.0,1685.0
8,1383.0,2006.0,1700.0,1743.0,1357.0,1861.0,1464.0,1781.0,1615.0,1929.0,1739.0,1691.0,1725.0,1872.0,1610.0,1445.0,1182.0,1307.0,1201.0,1956.0,1817.0,1588.0,1631.0,2070.0,1323.0,1529.0,1972.0,1867.0,1854.0,1971.0,1621.0,1582.0,1685.0,1805.0,1653.0,1731.0
9,1318.0,2111.0,1726.0,2117.0,1336.0,1988.0,1481.0,1798.0,1813.0,1719.0,1929.0,1751.0,1860.0,2048.0,1626.0,1451.0,1217.0,1342.0,1272.0,2058.0,1813.0,1542.0,1971.0,2168.0,1492.0,1746.0,1989.0,2093.0,1658.0,2057.0,1853.0,1463.0,1725.0,2011.0,1557.0,1880.0
10,1382.0,2179.0,1722.0,2255.0,1315.0,1827.0,1607.0,1718.0,1959.0,1862.0,1730.0,2010.0,1831.0,2073.0,1653.0,1345.0,1243.0,1672.0,1496.0,1995.0,1860.0,1527.0,2056.0,1881.0,1785.0,1717.0,1960.0,2169.0,1845.0,2106.0,1853.0,1310.0,1751.0,2052.0,1718.0,1902.0
11,1546.0,2246.0,1706.0,2172.0,1470.0,1574.0,1848.0,1564.0,2248.0,1734.0,1417.0,2164.0,1854.0,2107.0,1687.0,1350.0,1282.0,2011.0,1555.0,2014.0,1966.0,1393.0,2239.0,1608.0,1948.0,1558.0,1977.0,1919.0,1763.0,1990.0,1898.0,1367.0,1919.0,2092.0,1736.0,1955.0
12,1693.0,2293.0,1584.0,2193.0,1659.0,1699.0,2038.0,1340.0,2134.0,1939.0,1447.0,2534.0,2016.0,2137.0,1702.0,1546.0,1372.0,1933.0,1511.0,2173.0,2033.0,1325.0,2022.0,1429.0,1891.0,1487.0,1911.0,1704.0,1551.0,2031.0,2095.0,1589.0,2091.0,2187.0,1986.0,2015.0
13,1926.0,2173.0,1614.0,2191.0,1710.0,1876.0,1993.0,1151.0,2080.0,2070.0,1522.0,2813.0,2036.0,2296.0,1667.0,1632.0,1446.0,1962.0,1484.0,2345.0,1846.0,1192.0,2174.0,1385.0,1818.0,1487.0,1741.0,1635.0,1544.0,2076.0,2135.0,1808.0,2075.0,1994.0,2087.0,1987.0
14,2145.0,1962.0,1629.0,2038.0,2012.0,1888.0,1841.0,1066.0,1976.0,2168.0,1836.0,2624.0,1982.0,2263.0,1986.0,1480.0,1713.0,2211.0,1630.0,2215.0,1643.0,1083.0,2303.0,1375.0,1791.0,1522.0,1575.0,1678.0,1593.0,2105.0,2037.0,2073.0,2040.0,1784.0,2113.0,1893.0
15,2122.0,1663.0,1451.0,1944.0,1878.0,2099.0,1560.0,1062.0,1665.0,1893.0,1880.0,2373.0,1855.0,2086.0,2301.0,1421.0,1765.0,2413.0,1797.0,1914.0,1511.0,1067.0,1954.0,1381.0,1819.0,1510.0,1459.0,1500.0,1351.0,1824.0,2050.0,2131.0,1694.0,1553.0,1962.0,1722.0
16,2229.0,1386.0,1726.0,1878.0,1825.0,1856.0,1265.0,1142.0,1518.0,1475.0,1769.0,1921.0,1800.0,1930.0,2460.0,1374.0,1509.0,2258.0,1762.0,1622.0,1484.0,1314.0,1832.0,1385.0,1706.0,1532.0,1486.0,1140.0,1102.0,1635.0,2204.0,1964.0,1339.0,1340.0,1798.0,1461.0
