DAY,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,22496.0,22740.0,24323.0,12827.0,22570.0,12289.0,14051.0,17773.0,14966.0,14389.0,13955.0,18003.0,21695.0,16080.0,23546.0,25671.0,21170.0,22953.0,14183.0,15636.0,16387.0,20269.0,19077.0,20819.0,13935.0,22245.0,16572.0,13602.0,13999.0,20363.0,20217.0,14066.0,12027.0,14064.0,11838.0,20695.0
2,22496.0,22740.0,24323.0,12827.0,22570.0,12289.0,14051.0,17773.0,14966.0,14436.0,13955.0,18003.0,21695.0,16080.0,23546.0,25671.0,21170.0,22953.0,14183.0,15636.0,16387.0,19800.0,19077.0,20819.0,13935.0,22245.0,16572.0,13602.0,13999.0,20363.0,20217.0,14066.0,12027.0,13553.0,11838.0,20695.0
3,22496.0,22740.0,24323.0,13018.0,22570.0,12289.0,14051.0,17773.0,19622.0,14436.0,13955.0,18003.0,21695.0,16080.0,23546.0,25366.0,21170.0,22953.0,14183.0,15636.0,19678.0,19800.0,19077.0,20819.0,13935.0,22245.0,16572.0,16221.0,13999.0,20363.0,20217.0,14066.0,13552.0,13553.0,11838.0,20695.0
4,22496.0,22740.0,24686.0,13018.0,22570.0,12289.0,14051.0,17773.0,19622.0,14436.0,13955.0,18003.0,21695.0,16080.0,23453.0,25366.0,21170.0,22953.0,14183.0,15636.0,19678.0,19800.0,19077.0,20819.0,13935.0,22245.0,15796.0,16221.0,13999.0,20363.0,20217.0,14066.0,13552.0,13553.0,11838.0,20695.0
5,22496.0,23477.0,24686.0,13018.0,22570.0,12289.0,14051.0,23256.0,19622.0,14436.0,13955.0,18003.0,21695.0,15418.0,23453.0,25366.0,21170.0,22953.0,14183.0,15131.0,19678.0,19800.0,19077.0,20819.0,13935.0,21013.0,15796.0,16221.0,13999.0,20363.0,20217.0,14059.0,13552.0,13553.0,11838.0,20695.0
6,21704.0,23477.0,24686.0,13018.0,22570.0,12289.0,14115.0,23256.0,19622.0,14436.0,13955.0,18003.0,21117.0,15418.0,23453.0,25366.0,21170.0,22953.0,15436.0,15131.0,19678.0,19800.0,19077.0,20819.0,13999.0,21013.0,15796.0,16221.0,13999.0,20363.0,18186.0,14059.0,13552.0,13553.0,11838.0,20695.0
7,21704.0,23477.0,24686.0,13018.0,22570.0,13082.0,14115.0,23256.0,19622.0,14436.0,13955.0,18209.0,21117.0,15418.0,23453.0,25366.0,21170.0,22131.0,15436.0,15131.0,19678.0,19800.0,19077.0,22718.0,13999.0,21013.0,15796.0,16221.0,13999.0,21215.0,18186.0,14059.0,13552.0,13553.0,11838.0,20867.0
8,21704.0,23477.0,24686.0,13018.0,23084.0,13082.0,14115.0,23256.0,19622.0,14436.0,19391.0,18209.0,21117.0,15418.0,23453.0,25366.0,20566.0,22131.0,15436.0,15131.0,19678.0,19800.0,18774.0,22718.0,13999.0,21013.0,15796.0,16221.0,22333.0,21215.0,18186.0,14059.0,13552.0,13553.0,12416.0,20867.0
9,21704.0,23477.0,24686.0,13018.0,23084.0,13082.0,14115.0,23256.0,19622.0,14309.0,19391.0,18209.0,21117.0,15418.0,23453.0,25366.0,20566.0,22131.0,15436.0,15131.0,19678.0,19410.0,18774.0,22718.0,13999.0,21013.0,15796.0,16221.0,22333.0,21215.0,18186.0,14059.0,13552.0,14347.0,12416.0,20867.0
10,21704.0,23477.0,24686.0,13322.0,23084.0,13082.0,14115.0,23256.0,18743.0,14309.0,19391.0,18209.0,21117.0,15418.0,23453.0,25963.0,20566.0,22131.0,15436.0,15131.0,20283.0,19410.0,18774.0,22718.0,13999.0,21013.0,15796.0,13507.0,22333.0,21215.0,18186.0,14059.0,12773.0,14347.0,12416.0,20867.0
11,21704.0,23477.0,23788.0,13322.0,23084.0,13082.0,14115.0,23256.0,18743.0,14309.0,19391.0,18209.0,21117.0,15418.0,23405.0,25963.0,20566.0,22131.0,15436.0,15131.0,20283.0,19410.0,18774.0,22718.0,13999.0,21013.0,13933.0,13507.0,22333.0,21215.0,18186.0,14059.0,12773.0,14347.0,12416.0,20867.0
12,21704.0,21551.0,23788.0,13322.0,23084.0,13082.0,14115.0,20918.0,18743.0,14309.0,19391.0,18209.0,21117.0,14004.0,23405.0,25963.0,20566.0,22131.0,15436.0,23343.0,20283.0,19410.0,18774.0,22718.0,13999.0,20807.0,13933.0,13507.0,22333.0,21215.0,18186.0,14219.0,12773.0,14347.0,12416.0,20867.0
13,19612.0,21551.0,23788.0,13322.0,23084.0,13082.0,13766.0,20918.0,18743.0,14309.0,19391.0,18209.0,21745.0,14004.0,23405.0,25963.0,20566.0,22131.0,16661.0,23343.0,20283.0,19410.0,18774.0,22718.0,13670.0,20807.0,13933.0,13507.0,22333.0,21215.0,17072.0,14219.0,12773.0,14347.0,12416.0,20867.0
14,19612.0,21551.0,23788.0,13322.0,23084.0,13993.0,13766.0,20918.0,18743.0,14309.0,19391.0,18621.0,21745.0,14004.0,23405.0,25963.0,20566.0,20352.0,16661.0,23343.0,20283.0,19410.0,18774.0,20892.0,13670.0,20807.0,13933.0,13507.0,22333.0,20261.0,17072.0,14219.0,12773.0,14347.0,12416.0,20013.0
15,19612.0,21551.0,23788.0,13322.0,22157.0,13993.0,13766.0,20918.0,18743.0,14309.0,15505.0,18621.0,21745.0,14004.0,23405.0,25963.0,20291.0,20352.0,16661.0,23343.0,20283.0,19410.0,18676.0,20892.0,13670.0,20807.0,13933.0,13507.0,20292.0,20261.0,17072.0,14219.0,12773.0,14347.0,12960.0,20013.0
16,19612.0,21551.0,23788.0,13322.0,22157.0,13993.0,13766.0,20918.0,18743.0,14390.0,15505.0,18621.0,21745.0,14004.0,23405.0,25963.0,20291.0,20352.0,16661.0,23343.0,20283.0,19301.0,18676.0,20892.0,13670.0,20807.0,13933.0,13507.0,20292.0,20261.0,17072.0,14219.0,12773.0,13961.0,12960.0,20013.0
17,19612.0,21551.0,23788.0,13785.0,22157.0,13993.0,13766.0,20918.0,19637.0,14390.0,15505.0,18621.0,21745.0,14004.0,23405.0,26224.0,20291.0,20352.0,16661.0,23343.0,17669.0,19301.0,18676.0,20892.0,13670.0,20807.0,13933.0,12160.0,20292.0,20261.0,17072.0,14219.0,17902.0,13961.0,12960.0,20013.0
18,19612.0,21551.0,22343.0,13785.0,22157.0,13993.0,13766.0,20918.0,19637.0,14390.0,15505.0,18621.0,21745.0,14004.0,24774.0,26224.0,20291.0,20352.0,16661.0,23343.0,17669.0,19301.0,18676.0,20892.0,13670.0,20807.0,14572.0,12160.0,20292.0,20261.0,17072.0,14219.0,17902.0,13961.0,12960.0,20013.0
19,19612.0,18777.0,22343.0,13785.0,22157.0,13993.0,13766.0,19941.0,19637.0,14390.0,15505.0,18621.0,21745.0,14638.0,24774.0,26224.0,20291.0,20352.0,16661.0,22479.0,17669.0,19301.0,18676.0,20892.0,13670.0,20219.0,14572.0,12160.0,20292.0,20261.0,17072.0,15117.0,17902.0,13961.0,12960.0,20013.0
20,20914.0,18777.0,22343.0,13785.0,22157.0,13993.0,13566.0,19941.0,19637.0,14390.0,15505.0,18621.0,22376.0,14638.0,24774.0,26224.0,20291.0,20352.0,19611.0,22479.0,17669.0,19301.0,18676.0,20892.0,15156.0,20219.0,14572.0,12160.0,20292.0,20261.0,15843.0,15117.0,17902.0,13961.0,12960.0,20013.0
21,20914.0,18777.0,22343.0,13785.0,22157.0,13895.0,13566.0,19941.0,19637.0,14390.0,15505.0,17817.0,22376.0,14638.0,24774.0,26224.0,20291.0,19096.0,19611.0,22479.0,17669.0,19301.0,18676.0,22030.0,15156.0,20219.0,14572.0,12160.0,20292.0,20621.0,15843.0,15117.0,17902.0,13961.0,12960.0,20391.0
22,20914.0,18777.0,22343.0,13785.0,22696.0,13895.0,13566.0,19941.0,19637.0,14390.0,13991.0,17817.0,22376.0,14638.0,24774.0,26224.0,21229.0,19096.0,19611.0,22479.0,17669.0,19301.0,19503.0,22030.0,15156.0,20219.0,14572.0,12160.0,17520.0,20621.0,15843.0,15117.0,17902.0,13961.0,14333.0,20391.0
23,20914.0,18777.0,22343.0,13785.0,22696.0,13895.0,13566.0,19941.0,19637.0,14326.0,13991.0,17817.0,22376.0,14638.0,24774.0,26224.0,21229.0,19096.0,19611.0,22479.0,17669.0,19032.0,19503.0,22030.0,15156.0,20219.0,14572.0,12160.0,17520.0,20621.0,15843.0,15117.0,17902.0,13993.0,14333.0,20391.0
24,20914.0,18777.0,22343.0,14114.0,22696.0,13895.0,13566.0,19941.0,18972.0,14326.0,13991.0,17817.0,22376.0,14638.0,24774.0,23731.0,21229.0,19096.0,19611.0,22479.0,23072.0,19032.0,19503.0,22030.0,15156.0,20219.0,14572.0,12337.0,17520.0,20621.0,15843.0,15117.0,18018.0,13993.0,14333.0,20391.0
25,20914.0,18777.0,20517.0,14114.0,22696.0,13895.0,13566.0,19941.0,18972.0,14326.0,13991.0,17817.0,22376.0,14638.0,24673.0,23731.0,21229.0,19096.0,19611.0,22479.0,23072.0,19032.0,19503.0,22030.0,15156.0,20219.0,15413.0,12337.0,17520.0,20621.0,15843.0,15117.0,18018.0,13993.0,14333.0,20391.0
26,20914.0,18509.0,20517.0,14114.0,22696.0,13895.0,13566.0,17115.0,18972.0,14326.0,13991.0,17817.0,22376.0,18379.0,24673.0,23731.0,21229.0,19096.0,19611.0,25627.0,23072.0,19032.0,19503.0,22030.0,15156.0,20563.0,15413.0,12337.0,17520.0,20621.0,15843.0,15928.0,18018.0,13993.0,14333.0,20391.0
27,20669.0,18509.0,20517.0,14114.0,22696.0,13895.0,14083.0,17115.0,18972.0,14326.0,13991.0,17817.0,22449.0,18379.0,24673.0,23731.0,21229.0,19096.0,22661.0,25627.0,23072.0,19032.0,19503.0,22030.0,15652.0,20563.0,15413.0,12337.0,17520.0,20621.0,15128.0,15928.0,18018.0,13993.0,14333.0,20391.0
28,20669.0,18509.0,20517.0,14114.0,22696.0,15641.0,14083.0,17115.0,18972.0,14326.0,13991.0,17175.0,22449.0,18379.0,24673.0,23731.0,21229.0,18163.0,22661.0,25627.0,23072.0,19032.0,19503.0,21215.0,15652.0,20563.0,15413.0,12337.0,17520.0,19337.0,15128.0,15928.0,18018.0,13993.0,14333.0,18243.0
29,20669.0,18509.0,20517.0,14114.0,22438.0,15641.0,14083.0,17115.0,18972.0,14326.0,14083.0,17175.0,22449.0,18379.0,24673.0,23731.0,22031.0,18163.0,22661.0,25627.0,23072.0,19032.0,20558.0,21215.0,15652.0,20563.0,15413.0,12337.0,16038.0,19337.0,15128.0,15928.0,18018.0,13993.0,15538.0,18243.0
30,20669.0,18509.0,20517.0,14114.0,22438.0,15641.0,14083.0,17115.0,18972.0,14639.0,14083.0,17175.0,22449.0,18379.0,24673.0,23731.0,22031.0,18163.0,22661.0,25627.0,23072.0,19636.0,20558.0,21215.0,15652.0,20563.0,15413.0,12337.0,16038.0,19337.0,15128.0,15928.0,18018.0,13910.0,15538.0,18243.0
31,20669.0,18509.0,20517.0,14310.0,22438.0,15641.0,14083.0,17115.0,18028.0,14639.0,14083.0,17175.0,22449.0,18379.0,24673.0,23498.0,22031.0,18163.0,22661.0,25627.0,23455.0,19636.0,20558.0,21215.0,15652.0,20563.0,15413.0,16219.0,16038.0,19337.0,15128.0,15928.0,18848.0,13910.0,15538.0,18243.0
