WEEK,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
1,9103.0,25768.0,20595.0,8233.0,17737.0,18018.0,14114.0,10758.0,23547.0,15615.0,9126.0,10567.0,9960.0,12128.0,7670.0,10078.0,6940.0,14352.0,8269.0,25437.0,10040.0,8621.0,8186.0,9042.0,15315.0,6670.0,10992.0,7221.0,9060.0,21551.0,21203.0,13019.0,8036.0,12076.0,9865.0,10929.0
2,12548.0,26687.0,19416.0,9619.0,18718.0,16792.0,13139.0,12858.0,25052.0,19199.0,8519.0,12957.0,9304.0,14205.0,7386.0,9459.0,6664.0,16032.0,9242.0,24580.0,11155.0,9361.0,8219.0,9085.0,15229.0,6752.0,11070.0,7541.0,9791.0,22544.0,26101.0,13130.0,8025.0,14428.0,9988.0,11821.0
3,19273.0,25679.0,18471.0,11018.0,20165.0,16081.0,12640.0,14051.0,24854.0,20317.0,10008.0,13930.0,10610.0,17232.0,7779.0,9858.0,8041.0,16034.0,9503.0,25087.0,12256.0,9432.0,9297.0,9385.0,15737.0,7111.0,12155.0,7777.0,11944.0,23373.0,29464.0,12967.0,7897.0,15586.0,9506.0,15182.0
4,19666.0,24309.0,16698.0,10520.0,19788.0,15639.0,12999.0,13733.0,24994.0,21930.0,10482.0,15779.0,14250.0,19221.0,8673.0,10170.0,8784.0,17762.0,9182.0,25892.0,13141.0,9682.0,10887.0,10467.0,15687.0,7309.0,14316.0,8398.0,11442.0,23928.0,28367.0,12309.0,7862.0,18133.0,11115.0,16310.0
5,21774.0,24121.0,15007.0,11591.0,19624.0,18989.0,12163.0,12175.0,24821.0,20564.0,10555.0,22472.0,14393.0,19177.0,10351.0,10230.0,7829.0,24341.0,9022.0,27403.0,12687.0,9887.0,17848.0,11092.0,14871.0,7359.0,15265.0,8886.0,9871.0,22761.0,25504.0,11000.0,8168.0,19810.0,10193.0,16942.0
6,20999.0,22906.0,14036.0,11981.0,18129.0,19118.0,10535.0,11715.0,24612.0,22693.0,12179.0,24961.0,14126.0,19426.0,13017.0,9954.0,7720.0,23216.0,7892.0,28084.0,13880.0,10282.0,16882.0,13480.0,13092.0,7535.0,14008.0,11492.0,9232.0,20921.0,24554.0,10076.0,8726.0,21306.0,9846.0,17337.0
7,19509.0,21180.0,13943.0,12074.0,15445.0,18356.0,9273.0,11857.0,23510.0,23272.0,14712.0,25148.0,12227.0,23447.0,15306.0,9775.0,7864.0,21630.0,7873.0,27480.0,16556.0,11716.0,16363.0,13179.0,10848.0,7803.0,13350.0,14303.0,8483.0,20374.0,25528.0,9475.0,9348.0,20027.0,9651.0,17825.0
8,19153.0,20136.0,13844.0,13129.0,14135.0,17820.0,8718.0,10984.0,21849.0,21416.0,13276.0,22013.0,12694.0,26300.0,16462.0,10263.0,7626.0,20178.0,8014.0,26926.0,16727.0,11728.0,14754.0,12886.0,9500.0,8312.0,13032.0,17493.0,7611.0,22882.0,29116.0,9089.0,10625.0,19850.0,11649.0,17270.0
9,19368.0,19769.0,12534.0,14086.0,12361.0,17188.0,8617.0,10990.0,19730.0,19637.0,13015.0,19480.0,12938.0,21146.0,16636.0,9792.0,7529.0,21053.0,8170.0,27261.0,17900.0,11339.0,14693.0,11189.0,8494.0,8793.0,13552.0,17167.0,7701.0,23567.0,29918.0,8592.0,11029.0,19670.0,14141.0,16981.0
10,21932.0,20067.0,10794.0,13224.0,12705.0,15514.0,9156.0,10784.0,19104.0,18082.0,12916.0,20404.0,15287.0,18886.0,21667.0,9461.0,7580.0,21606.0,9329.0,26891.0,17382.0,10084.0,16070.0,10080.0,8947.0,8327.0,13993.0,18127.0,9521.0,22196.0,30291.0,8041.0,10975.0,18886.0,18507.0,16585.0
