method,rp,num_lol_cross,num_lol_per,lol_cross,lol_per,num_lol_ratio,lol_ratio
convex,20,172.6,783.1,5.436410928436076,47.63485417691938,-1.213123680068371,-2.487086415296773
convex,40,41.7,160.9,1.028292544714301,4.082882336205874,0.6180802944011047,0.6132610042425364
convex,60,41.8,125.5,1.0296291700628484,3.0817181590141347,0.44125250777473085,0.3521609480851365
convex,80,33.7,37.1,0.7486445496784155,0.9484494769057031,-0.016090510366826166,-0.03983121264624655
convex,100,33.6,31.9,0.7478872699470689,0.8309408929436943,-0.08337121212121212,-0.10107024004465481
convex,150,22.6,25.1,0.39178727811646274,0.6819997221737706,0.0691866028708134,0.1451369101053332
convex,300,12.9,24.8,0.20669054881774446,0.6750050256470198,0.6039249361611575,0.650518553732815
convex,450,6.3,15.3,0.07158336372418192,0.3344021276721249,0.5680299277605779,0.6807812358451455
conicalb,20,62.3,1402.2,1.506353419557037,86.06209459992449,0.8284100010929549,0.8582931630797768
conicalb,40,24.9,82.8,0.5409352508116138,1.8018360530090967,-2.2180339393104407,-7.485477633402937
conicalb,60,25.0,37.3,0.5426445658865628,0.7585994338942228,-2.7343066845738795,-7.743048355434807
conicalb,80,25.1,3.6,0.5460421180089352,0.04221980442193105,-Inf,-Inf
conicalb,100,25.0,3.5,0.5471449936225431,0.04231357100553694,-Inf,-Inf
conicalb,150,18.0,4.5,0.3247297095732559,0.06588589547219652,-Inf,-Inf
conicalb,300,13.0,4.6,0.21902424887322533,0.06732694157055116,-Inf,-Inf
conicalb,450,6.3,4.9,0.07039196718242287,0.06751916729157767,-0.5117376775271512,-2.577871021662141
